date,dau,month,mau,dau_mau_ratio
2023-04-17,7,2023-04,78,0.08974358974358974
2023-04-18,6,2023-04,78,0.07692307692307693
2023-04-19,10,2023-04,78,0.1282051282051282
2023-04-20,3,2023-04,78,0.038461538461538464
2023-04-21,4,2023-04,78,0.05128205128205128
2023-04-22,9,2023-04,78,0.11538461538461539
2023-04-23,6,2023-04,78,0.07692307692307693
2023-04-24,6,2023-04,78,0.07692307692307693
2023-04-25,6,2023-04,78,0.07692307692307693
2023-04-26,6,2023-04,78,0.07692307692307693
2023-04-27,3,2023-04,78,0.038461538461538464
2023-04-28,5,2023-04,78,0.0641025641025641
2023-04-29,5,2023-04,78,0.0641025641025641
2023-04-30,5,2023-04,78,0.0641025641025641
2023-05-01,6,2023-05,93,0.06451612903225806
2023-05-02,9,2023-05,93,0.0967741935483871
2023-05-03,6,2023-05,93,0.06451612903225806
2023-05-04,9,2023-05,93,0.0967741935483871
2023-05-05,8,2023-05,93,0.08602150537634409
2023-05-06,8,2023-05,93,0.08602150537634409
2023-05-07,6,2023-05,93,0.06451612903225806
2023-05-08,10,2023-05,93,0.10752688172043011
2023-05-09,8,2023-05,93,0.08602150537634409
2023-05-10,3,2023-05,93,0.03225806451612903
2023-05-11,7,2023-05,93,0.07526881720430108
2023-05-12,9,2023-05,93,0.0967741935483871
2023-05-13,7,2023-05,93,0.07526881720430108
2023-05-14,2,2023-05,93,0.021505376344086023
2023-05-15,5,2023-05,93,0.053763440860215055
2023-05-16,13,2023-05,93,0.13978494623655913
2023-05-17,2,2023-05,93,0.021505376344086023
2023-05-18,5,2023-05,93,0.053763440860215055
2023-05-19,4,2023-05,93,0.043010752688172046
2023-05-20,9,2023-05,93,0.0967741935483871
2023-05-21,7,2023-05,93,0.07526881720430108
2023-05-22,9,2023-05,93,0.0967741935483871
2023-05-23,10,2023-05,93,0.10752688172043011
2023-05-24,7,2023-05,93,0.07526881720430108
2023-05-25,7,2023-05,93,0.07526881720430108
2023-05-26,5,2023-05,93,0.053763440860215055
2023-05-27,5,2023-05,93,0.053763440860215055
2023-05-28,9,2023-05,93,0.0967741935483871
2023-05-29,6,2023-05,93,0.06451612903225806
2023-05-30,8,2023-05,93,0.08602150537634409
2023-05-31,7,2023-05,93,0.07526881720430108
2023-06-01,3,2023-06,89,0.033707865168539325
2023-06-02,6,2023-06,89,0.06741573033707865
2023-06-03,6,2023-06,89,0.06741573033707865
2023-06-04,11,2023-06,89,0.12359550561797752
2023-06-05,3,2023-06,89,0.033707865168539325
2023-06-06,6,2023-06,89,0.06741573033707865
2023-06-07,8,2023-06,89,0.0898876404494382
2023-06-08,7,2023-06,89,0.07865168539325842
2023-06-09,5,2023-06,89,0.056179775280898875
2023-06-10,6,2023-06,89,0.06741573033707865
2023-06-11,7,2023-06,89,0.07865168539325842
2023-06-12,6,2023-06,89,0.06741573033707865
2023-06-13,10,2023-06,89,0.11235955056179775
2023-06-14,9,2023-06,89,0.10112359550561797
2023-06-15,11,2023-06,89,0.12359550561797752
2023-06-16,5,2023-06,89,0.056179775280898875
2023-06-17,13,2023-06,89,0.14606741573033707
2023-06-18,12,2023-06,89,0.1348314606741573
2023-06-19,7,2023-06,89,0.07865168539325842
2023-06-20,5,2023-06,89,0.056179775280898875
2023-06-21,8,2023-06,89,0.0898876404494382
2023-06-22,9,2023-06,89,0.10112359550561797
2023-06-23,9,2023-06,89,0.10112359550561797
2023-06-24,7,2023-06,89,0.07865168539325842
2023-06-25,4,2023-06,89,0.0449438202247191
2023-06-26,8,2023-06,89,0.0898876404494382
2023-06-27,10,2023-06,89,0.11235955056179775
2023-06-28,8,2023-06,89,0.0898876404494382
2023-06-29,7,2023-06,89,0.07865168539325842
2023-06-30,4,2023-06,89,0.0449438202247191
2023-07-01,7,2023-07,90,0.07777777777777778
2023-07-02,6,2023-07,90,0.06666666666666667
2023-07-03,8,2023-07,90,0.08888888888888889
2023-07-04,4,2023-07,90,0.044444444444444446
2023-07-05,3,2023-07,90,0.03333333333333333
2023-07-06,6,2023-07,90,0.06666666666666667
2023-07-07,2,2023-07,90,0.022222222222222223
2023-07-08,4,2023-07,90,0.044444444444444446
2023-07-09,7,2023-07,90,0.07777777777777778
2023-07-10,11,2023-07,90,0.12222222222222222
2023-07-11,5,2023-07,90,0.05555555555555555
2023-07-12,6,2023-07,90,0.06666666666666667
2023-07-13,8,2023-07,90,0.08888888888888889
2023-07-14,9,2023-07,90,0.1
2023-07-15,5,2023-07,90,0.05555555555555555
2023-07-16,5,2023-07,90,0.05555555555555555
2023-07-17,9,2023-07,90,0.1
2023-07-18,9,2023-07,90,0.1
2023-07-19,7,2023-07,90,0.07777777777777778
2023-07-20,7,2023-07,90,0.07777777777777778
2023-07-21,6,2023-07,90,0.06666666666666667
2023-07-22,5,2023-07,90,0.05555555555555555
2023-07-23,4,2023-07,90,0.044444444444444446
2023-07-24,7,2023-07,90,0.07777777777777778
2023-07-25,6,2023-07,90,0.06666666666666667
2023-07-26,8,2023-07,90,0.08888888888888889
2023-07-27,3,2023-07,90,0.03333333333333333
2023-07-28,4,2023-07,90,0.044444444444444446
2023-07-29,8,2023-07,90,0.08888888888888889
2023-07-30,8,2023-07,90,0.08888888888888889
2023-07-31,11,2023-07,90,0.12222222222222222
2023-08-01,5,2023-08,81,0.06172839506172839
2023-08-02,6,2023-08,81,0.07407407407407407
2023-08-03,3,2023-08,81,0.037037037037037035
2023-08-04,9,2023-08,81,0.1111111111111111
2023-08-05,5,2023-08,81,0.06172839506172839
2023-08-06,5,2023-08,81,0.06172839506172839
2023-08-07,8,2023-08,81,0.09876543209876543
2023-08-08,7,2023-08,81,0.08641975308641975
2023-08-09,5,2023-08,81,0.06172839506172839
2023-08-10,10,2023-08,81,0.12345679012345678
2023-08-11,8,2023-08,81,0.09876543209876543
2023-08-12,3,2023-08,81,0.037037037037037035
2023-08-13,7,2023-08,81,0.08641975308641975
2023-08-14,3,2023-08,81,0.037037037037037035
2023-08-15,6,2023-08,81,0.07407407407407407
2023-08-16,6,2023-08,81,0.07407407407407407
2023-08-17,8,2023-08,81,0.09876543209876543
2023-08-18,3,2023-08,81,0.037037037037037035
2023-08-19,6,2023-08,81,0.07407407407407407
2023-08-20,8,2023-08,81,0.09876543209876543
2023-08-21,5,2023-08,81,0.06172839506172839
2023-08-22,7,2023-08,81,0.08641975308641975
2023-08-23,8,2023-08,81,0.09876543209876543
2023-08-24,7,2023-08,81,0.08641975308641975
2023-08-25,6,2023-08,81,0.07407407407407407
2023-08-26,2,2023-08,81,0.024691358024691357
2023-08-27,4,2023-08,81,0.04938271604938271
2023-08-28,8,2023-08,81,0.09876543209876543
2023-08-29,8,2023-08,81,0.09876543209876543
2023-08-30,4,2023-08,81,0.04938271604938271
2023-08-31,4,2023-08,81,0.04938271604938271
2023-09-01,5,2023-09,89,0.056179775280898875
2023-09-02,4,2023-09,89,0.0449438202247191
2023-09-03,7,2023-09,89,0.07865168539325842
2023-09-04,9,2023-09,89,0.10112359550561797
2023-09-05,6,2023-09,89,0.06741573033707865
2023-09-06,5,2023-09,89,0.056179775280898875
2023-09-07,7,2023-09,89,0.07865168539325842
2023-09-08,5,2023-09,89,0.056179775280898875
2023-09-09,8,2023-09,89,0.0898876404494382
2023-09-10,5,2023-09,89,0.056179775280898875
2023-09-11,6,2023-09,89,0.06741573033707865
2023-09-12,9,2023-09,89,0.10112359550561797
2023-09-13,11,2023-09,89,0.12359550561797752
2023-09-14,9,2023-09,89,0.10112359550561797
2023-09-15,9,2023-09,89,0.10112359550561797
2023-09-16,8,2023-09,89,0.0898876404494382
2023-09-17,5,2023-09,89,0.056179775280898875
2023-09-18,3,2023-09,89,0.033707865168539325
2023-09-19,10,2023-09,89,0.11235955056179775
2023-09-20,9,2023-09,89,0.10112359550561797
2023-09-21,3,2023-09,89,0.033707865168539325
2023-09-22,5,2023-09,89,0.056179775280898875
2023-09-23,6,2023-09,89,0.06741573033707865
2023-09-24,6,2023-09,89,0.06741573033707865
2023-09-25,8,2023-09,89,0.0898876404494382
2023-09-26,6,2023-09,89,0.06741573033707865
2023-09-27,6,2023-09,89,0.06741573033707865
2023-09-28,8,2023-09,89,0.0898876404494382
2023-09-29,12,2023-09,89,0.1348314606741573
2023-09-30,6,2023-09,89,0.06741573033707865
2023-10-01,9,2023-10,85,0.10588235294117647
2023-10-02,7,2023-10,85,0.08235294117647059
2023-10-03,9,2023-10,85,0.10588235294117647
2023-10-04,7,2023-10,85,0.08235294117647059
2023-10-05,9,2023-10,85,0.10588235294117647
2023-10-06,7,2023-10,85,0.08235294117647059
2023-10-07,10,2023-10,85,0.11764705882352941
2023-10-08,3,2023-10,85,0.03529411764705882
2023-10-09,6,2023-10,85,0.07058823529411765
2023-10-10,9,2023-10,85,0.10588235294117647
2023-10-11,4,2023-10,85,0.047058823529411764
2023-10-12,11,2023-10,85,0.12941176470588237
2023-10-13,5,2023-10,85,0.058823529411764705
2023-10-14,3,2023-10,85,0.03529411764705882
2023-10-15,11,2023-10,85,0.12941176470588237
2023-10-16,10,2023-10,85,0.11764705882352941
2023-10-17,4,2023-10,85,0.047058823529411764
2023-10-18,8,2023-10,85,0.09411764705882353
2023-10-19,8,2023-10,85,0.09411764705882353
2023-10-20,7,2023-10,85,0.08235294117647059
2023-10-21,9,2023-10,85,0.10588235294117647
2023-10-22,6,2023-10,85,0.07058823529411765
2023-10-23,5,2023-10,85,0.058823529411764705
2023-10-24,9,2023-10,85,0.10588235294117647
2023-10-25,6,2023-10,85,0.07058823529411765
2023-10-26,9,2023-10,85,0.10588235294117647
2023-10-27,11,2023-10,85,0.12941176470588237
2023-10-28,1,2023-10,85,0.011764705882352941
2023-10-29,8,2023-10,85,0.09411764705882353
2023-10-31,2,2023-10,85,0.023529411764705882
2023-11-01,9,2023-11,84,0.10714285714285714
2023-11-02,10,2023-11,84,0.11904761904761904
2023-11-03,4,2023-11,84,0.047619047619047616
2023-11-04,7,2023-11,84,0.08333333333333333
2023-11-05,6,2023-11,84,0.07142857142857142
2023-11-06,7,2023-11,84,0.08333333333333333
2023-11-07,2,2023-11,84,0.023809523809523808
2023-11-08,2,2023-11,84,0.023809523809523808
2023-11-09,6,2023-11,84,0.07142857142857142
2023-11-10,4,2023-11,84,0.047619047619047616
2023-11-11,5,2023-11,84,0.05952380952380952
2023-11-12,4,2023-11,84,0.047619047619047616
2023-11-13,5,2023-11,84,0.05952380952380952
2023-11-14,5,2023-11,84,0.05952380952380952
2023-11-15,11,2023-11,84,0.13095238095238096
2023-11-16,8,2023-11,84,0.09523809523809523
2023-11-17,9,2023-11,84,0.10714285714285714
2023-11-18,8,2023-11,84,0.09523809523809523
2023-11-19,7,2023-11,84,0.08333333333333333
2023-11-20,8,2023-11,84,0.09523809523809523
2023-11-21,8,2023-11,84,0.09523809523809523
2023-11-22,6,2023-11,84,0.07142857142857142
2023-11-23,6,2023-11,84,0.07142857142857142
2023-11-24,7,2023-11,84,0.08333333333333333
2023-11-25,10,2023-11,84,0.11904761904761904
2023-11-26,6,2023-11,84,0.07142857142857142
2023-11-27,4,2023-11,84,0.047619047619047616
2023-11-28,5,2023-11,84,0.05952380952380952
2023-11-29,2,2023-11,84,0.023809523809523808
2023-11-30,6,2023-11,84,0.07142857142857142
2023-12-01,6,2023-12,82,0.07317073170731707
2023-12-02,1,2023-12,82,0.012195121951219513
2023-12-03,6,2023-12,82,0.07317073170731707
2023-12-04,7,2023-12,82,0.08536585365853659
2023-12-05,9,2023-12,82,0.10975609756097561
2023-12-06,4,2023-12,82,0.04878048780487805
2023-12-07,9,2023-12,82,0.10975609756097561
2023-12-08,6,2023-12,82,0.07317073170731707
2023-12-09,3,2023-12,82,0.036585365853658534
2023-12-10,5,2023-12,82,0.06097560975609756
2023-12-11,9,2023-12,82,0.10975609756097561
2023-12-12,3,2023-12,82,0.036585365853658534
2023-12-13,6,2023-12,82,0.07317073170731707
2023-12-14,5,2023-12,82,0.06097560975609756
2023-12-15,4,2023-12,82,0.04878048780487805
2023-12-16,5,2023-12,82,0.06097560975609756
2023-12-17,7,2023-12,82,0.08536585365853659
2023-12-18,4,2023-12,82,0.04878048780487805
2023-12-19,3,2023-12,82,0.036585365853658534
2023-12-20,8,2023-12,82,0.0975609756097561
2023-12-21,3,2023-12,82,0.036585365853658534
2023-12-22,7,2023-12,82,0.08536585365853659
2023-12-23,7,2023-12,82,0.08536585365853659
2023-12-24,4,2023-12,82,0.04878048780487805
2023-12-25,8,2023-12,82,0.0975609756097561
2023-12-26,7,2023-12,82,0.08536585365853659
2023-12-27,15,2023-12,82,0.18292682926829268
2023-12-28,8,2023-12,82,0.0975609756097561
2023-12-29,5,2023-12,82,0.06097560975609756
2023-12-30,9,2023-12,82,0.10975609756097561
2023-12-31,9,2023-12,82,0.10975609756097561
2024-01-01,8,2024-01,88,0.09090909090909091
2024-01-02,3,2024-01,88,0.03409090909090909
2024-01-03,7,2024-01,88,0.07954545454545454
2024-01-04,9,2024-01,88,0.10227272727272728
2024-01-05,1,2024-01,88,0.011363636363636364
2024-01-06,5,2024-01,88,0.056818181818181816
2024-01-07,2,2024-01,88,0.022727272727272728
2024-01-08,5,2024-01,88,0.056818181818181816
2024-01-09,8,2024-01,88,0.09090909090909091
2024-01-10,9,2024-01,88,0.10227272727272728
2024-01-11,8,2024-01,88,0.09090909090909091
2024-01-12,6,2024-01,88,0.06818181818181818
2024-01-13,7,2024-01,88,0.07954545454545454
2024-01-14,9,2024-01,88,0.10227272727272728
2024-01-15,8,2024-01,88,0.09090909090909091
2024-01-16,5,2024-01,88,0.056818181818181816
2024-01-17,5,2024-01,88,0.056818181818181816
2024-01-18,3,2024-01,88,0.03409090909090909
2024-01-19,6,2024-01,88,0.06818181818181818
2024-01-20,3,2024-01,88,0.03409090909090909
2024-01-21,5,2024-01,88,0.056818181818181816
2024-01-22,10,2024-01,88,0.11363636363636363
2024-01-23,3,2024-01,88,0.03409090909090909
2024-01-24,7,2024-01,88,0.07954545454545454
2024-01-25,9,2024-01,88,0.10227272727272728
2024-01-26,6,2024-01,88,0.06818181818181818
2024-01-27,4,2024-01,88,0.045454545454545456
2024-01-28,8,2024-01,88,0.09090909090909091
2024-01-29,7,2024-01,88,0.07954545454545454
2024-01-30,11,2024-01,88,0.125
2024-01-31,4,2024-01,88,0.045454545454545456
2024-02-01,5,2024-02,82,0.06097560975609756
2024-02-02,8,2024-02,82,0.0975609756097561
2024-02-03,8,2024-02,82,0.0975609756097561
2024-02-04,3,2024-02,82,0.036585365853658534
2024-02-05,7,2024-02,82,0.08536585365853659
2024-02-06,7,2024-02,82,0.08536585365853659
2024-02-07,7,2024-02,82,0.08536585365853659
2024-02-08,5,2024-02,82,0.06097560975609756
2024-02-09,9,2024-02,82,0.10975609756097561
2024-02-10,8,2024-02,82,0.0975609756097561
2024-02-11,7,2024-02,82,0.08536585365853659
2024-02-12,2,2024-02,82,0.024390243902439025
2024-02-13,13,2024-02,82,0.15853658536585366
2024-02-14,8,2024-02,82,0.0975609756097561
2024-02-15,9,2024-02,82,0.10975609756097561
2024-02-16,7,2024-02,82,0.08536585365853659
2024-02-17,4,2024-02,82,0.04878048780487805
2024-02-18,7,2024-02,82,0.08536585365853659
2024-02-19,4,2024-02,82,0.04878048780487805
2024-02-20,12,2024-02,82,0.14634146341463414
2024-02-21,5,2024-02,82,0.06097560975609756
2024-02-22,13,2024-02,82,0.15853658536585366
2024-02-23,6,2024-02,82,0.07317073170731707
2024-02-24,3,2024-02,82,0.036585365853658534
2024-02-25,4,2024-02,82,0.04878048780487805
2024-02-26,10,2024-02,82,0.12195121951219512
2024-02-27,4,2024-02,82,0.04878048780487805
2024-02-28,10,2024-02,82,0.12195121951219512
2024-02-29,6,2024-02,82,0.07317073170731707
2024-03-01,8,2024-03,85,0.09411764705882353
2024-03-02,9,2024-03,85,0.10588235294117647
2024-03-03,7,2024-03,85,0.08235294117647059
2024-03-04,8,2024-03,85,0.09411764705882353
2024-03-05,6,2024-03,85,0.07058823529411765
2024-03-06,6,2024-03,85,0.07058823529411765
2024-03-07,8,2024-03,85,0.09411764705882353
2024-03-08,4,2024-03,85,0.047058823529411764
2024-03-09,8,2024-03,85,0.09411764705882353
2024-03-10,8,2024-03,85,0.09411764705882353
2024-03-11,9,2024-03,85,0.10588235294117647
2024-03-12,7,2024-03,85,0.08235294117647059
2024-03-13,5,2024-03,85,0.058823529411764705
2024-03-14,6,2024-03,85,0.07058823529411765
2024-03-15,11,2024-03,85,0.12941176470588237
2024-03-16,6,2024-03,85,0.07058823529411765
2024-03-17,3,2024-03,85,0.03529411764705882
2024-03-18,5,2024-03,85,0.058823529411764705
2024-03-19,3,2024-03,85,0.03529411764705882
2024-03-20,5,2024-03,85,0.058823529411764705
2024-03-21,11,2024-03,85,0.12941176470588237
2024-03-22,6,2024-03,85,0.07058823529411765
2024-03-23,4,2024-03,85,0.047058823529411764
2024-03-24,2,2024-03,85,0.023529411764705882
2024-03-25,6,2024-03,85,0.07058823529411765
2024-03-26,3,2024-03,85,0.03529411764705882
2024-03-27,4,2024-03,85,0.047058823529411764
2024-03-28,10,2024-03,85,0.11764705882352941
2024-03-29,8,2024-03,85,0.09411764705882353
2024-03-30,4,2024-03,85,0.047058823529411764
2024-03-31,6,2024-03,85,0.07058823529411765
2024-04-01,5,2024-04,88,0.056818181818181816
2024-04-02,9,2024-04,88,0.10227272727272728
2024-04-03,3,2024-04,88,0.03409090909090909
2024-04-04,7,2024-04,88,0.07954545454545454
2024-04-05,4,2024-04,88,0.045454545454545456
2024-04-06,10,2024-04,88,0.11363636363636363
2024-04-07,10,2024-04,88,0.11363636363636363
2024-04-08,5,2024-04,88,0.056818181818181816
2024-04-09,7,2024-04,88,0.07954545454545454
2024-04-10,8,2024-04,88,0.09090909090909091
2024-04-11,9,2024-04,88,0.10227272727272728
2024-04-12,6,2024-04,88,0.06818181818181818
2024-04-13,4,2024-04,88,0.045454545454545456
2024-04-14,11,2024-04,88,0.125
2024-04-15,8,2024-04,88,0.09090909090909091
2024-04-16,7,2024-04,88,0.07954545454545454
2024-04-17,8,2024-04,88,0.09090909090909091
2024-04-18,8,2024-04,88,0.09090909090909091
2024-04-19,13,2024-04,88,0.14772727272727273
2024-04-20,6,2024-04,88,0.06818181818181818
2024-04-21,4,2024-04,88,0.045454545454545456
2024-04-22,7,2024-04,88,0.07954545454545454
2024-04-23,5,2024-04,88,0.056818181818181816
2024-04-24,8,2024-04,88,0.09090909090909091
2024-04-25,4,2024-04,88,0.045454545454545456
2024-04-26,6,2024-04,88,0.06818181818181818
2024-04-27,7,2024-04,88,0.07954545454545454
2024-04-28,3,2024-04,88,0.03409090909090909
2024-04-29,4,2024-04,88,0.045454545454545456
2024-04-30,10,2024-04,88,0.11363636363636363
2024-05-01,8,2024-05,91,0.08791208791208792
2024-05-02,8,2024-05,91,0.08791208791208792
2024-05-03,5,2024-05,91,0.054945054945054944
2024-05-04,6,2024-05,91,0.06593406593406594
2024-05-05,7,2024-05,91,0.07692307692307693
2024-05-06,7,2024-05,91,0.07692307692307693
2024-05-07,6,2024-05,91,0.06593406593406594
2024-05-08,5,2024-05,91,0.054945054945054944
2024-05-09,4,2024-05,91,0.04395604395604396
2024-05-10,12,2024-05,91,0.13186813186813187
2024-05-11,5,2024-05,91,0.054945054945054944
2024-05-12,8,2024-05,91,0.08791208791208792
2024-05-13,5,2024-05,91,0.054945054945054944
2024-05-14,12,2024-05,91,0.13186813186813187
2024-05-15,2,2024-05,91,0.02197802197802198
2024-05-16,7,2024-05,91,0.07692307692307693
2024-05-17,3,2024-05,91,0.03296703296703297
2024-05-18,2,2024-05,91,0.02197802197802198
2024-05-19,8,2024-05,91,0.08791208791208792
2024-05-20,5,2024-05,91,0.054945054945054944
2024-05-21,10,2024-05,91,0.10989010989010989
2024-05-22,4,2024-05,91,0.04395604395604396
2024-05-23,6,2024-05,91,0.06593406593406594
2024-05-24,5,2024-05,91,0.054945054945054944
2024-05-25,13,2024-05,91,0.14285714285714285
2024-05-26,4,2024-05,91,0.04395604395604396
2024-05-27,11,2024-05,91,0.12087912087912088
2024-05-28,16,2024-05,91,0.17582417582417584
2024-05-29,6,2024-05,91,0.06593406593406594
2024-05-30,5,2024-05,91,0.054945054945054944
2024-05-31,10,2024-05,91,0.10989010989010989
2024-06-01,6,2024-06,90,0.06666666666666667
2024-06-02,7,2024-06,90,0.07777777777777778
2024-06-03,7,2024-06,90,0.07777777777777778
2024-06-04,9,2024-06,90,0.1
2024-06-05,9,2024-06,90,0.1
2024-06-06,4,2024-06,90,0.044444444444444446
2024-06-07,10,2024-06,90,0.1111111111111111
2024-06-08,5,2024-06,90,0.05555555555555555
2024-06-09,7,2024-06,90,0.07777777777777778
2024-06-10,12,2024-06,90,0.13333333333333333
2024-06-11,12,2024-06,90,0.13333333333333333
2024-06-12,6,2024-06,90,0.06666666666666667
2024-06-13,8,2024-06,90,0.08888888888888889
2024-06-14,9,2024-06,90,0.1
2024-06-15,4,2024-06,90,0.044444444444444446
2024-06-16,3,2024-06,90,0.03333333333333333
2024-06-17,5,2024-06,90,0.05555555555555555
2024-06-18,7,2024-06,90,0.07777777777777778
2024-06-19,6,2024-06,90,0.06666666666666667
2024-06-20,7,2024-06,90,0.07777777777777778
2024-06-21,5,2024-06,90,0.05555555555555555
2024-06-22,4,2024-06,90,0.044444444444444446
2024-06-23,3,2024-06,90,0.03333333333333333
2024-06-24,6,2024-06,90,0.06666666666666667
2024-06-25,9,2024-06,90,0.1
2024-06-26,8,2024-06,90,0.08888888888888889
2024-06-27,9,2024-06,90,0.1
2024-06-28,8,2024-06,90,0.08888888888888889
2024-06-29,5,2024-06,90,0.05555555555555555
2024-06-30,4,2024-06,90,0.044444444444444446
2024-07-01,9,2024-07,90,0.1
2024-07-02,3,2024-07,90,0.03333333333333333
2024-07-03,8,2024-07,90,0.08888888888888889
2024-07-04,7,2024-07,90,0.07777777777777778
2024-07-05,6,2024-07,90,0.06666666666666667
2024-07-06,10,2024-07,90,0.1111111111111111
2024-07-07,8,2024-07,90,0.08888888888888889
2024-07-08,11,2024-07,90,0.12222222222222222
2024-07-09,6,2024-07,90,0.06666666666666667
2024-07-10,6,2024-07,90,0.06666666666666667
2024-07-11,5,2024-07,90,0.05555555555555555
2024-07-12,4,2024-07,90,0.044444444444444446
2024-07-13,11,2024-07,90,0.12222222222222222
2024-07-14,3,2024-07,90,0.03333333333333333
