session_id,user_id,track_id,timestamp,listen_duration_ms,track_duration_ms,skipped,context,device
sess_0000000025,user_0000028,track_0004188,2023-06-11 18:26:00,87065,304017,True,playlist,tablet
sess_0000000026,user_0000046,track_0004249,2023-07-15 08:17:00,101842,332217,True,radio,mobile
sess_0000000027,user_0000086,track_0001038,2024-07-08 01:57:00,219055,239304,False,playlist,mobile
sess_0000000028,user_0000053,track_0002665,2023-12-11 12:10:00,29965,204656,True,search,desktop
sess_0000000029,user_0000096,track_0000268,2024-08-31 12:42:00,265178,389244,False,search,tablet
sess_0000000030,user_0000070,track_0000399,2023-08-15 20:35:00,62044,206593,True,recommendation,mobile
sess_0000000031,user_0000042,track_0001396,2024-01-18 08:27:00,173089,178327,False,playlist,desktop
sess_0000000032,user_0000046,track_0004155,2024-04-02 18:52:00,351199,376483,False,recommendation,mobile
sess_0000000033,user_0000059,track_0002849,2024-04-24 11:50:00,81435,125115,False,album,desktop
sess_0000000034,user_0000004,track_0004276,2024-05-23 00:44:00,265254,359081,False,radio,desktop
sess_0000000035,user_0000024,track_0001320,2023-10-03 09:57:00,119017,133999,False,radio,mobile
sess_0000000036,user_0000088,track_0004864,2023-02-27 17:35:00,113265,231726,False,album,mobile
sess_0000000037,user_0000001,track_0001536,2023-02-11 20:00:00,141154,174293,False,playlist,desktop
sess_0000000038,user_0000056,track_0003891,2024-12-23 06:06:00,68664,230398,True,album,tablet
sess_0000000039,user_0000085,track_0003319,2023-01-30 01:18:00,302722,360282,False,search,mobile
sess_0000000040,user_0000062,track_0003099,2024-08-29 10:24:00,262332,384940,False,playlist,mobile
sess_0000000041,user_0000044,track_0002770,2023-05-01 11:16:00,284425,368973,False,recommendation,desktop
sess_0000000042,user_0000066,track_0004696,2023-03-14 09:56:00,348931,456735,False,radio,desktop
sess_0000000043,user_0000058,track_0003429,2024-12-26 12:05:00,41032,374736,True,recommendation,mobile
sess_0000000044,user_0000067,track_0001950,2023-10-21 03:50:00,148588,181084,False,search,tablet
sess_0000000045,user_0000057,track_0003911,2024-07-06 21:09:00,79115,317305,True,recommendation,desktop
sess_0000000046,user_0000098,track_0003459,2023-06-14 10:45:00,29302,242043,True,playlist,desktop
sess_0000000047,user_0000041,track_0001855,2024-06-27 18:01:00,330408,353661,False,radio,mobile
sess_0000000048,user_0000055,track_0003169,2024-01-20 19:04:00,135406,252250,False,radio,mobile
sess_0000000049,user_0000082,track_0001372,2024-04-17 16:05:00,168795,230153,False,album,desktop
sess_0000000050,user_0000054,track_0001180,2024-10-19 11:20:00,244676,291902,False,playlist,smart_speaker
sess_0000000051,user_0000087,track_0000594,2024-04-29 21:46:00,136444,151937,False,radio,mobile
sess_0000000052,user_0000042,track_0004882,2023-09-23 01:55:00,223777,363306,False,search,mobile
sess_0000000053,user_0000001,track_0002226,2023-09-14 07:37:00,122669,154815,False,album,mobile
sess_0000000054,user_0000097,track_0001952,2023-12-27 02:52:00,28771,228692,True,playlist,smart_speaker
sess_0000000055,user_0000039,track_0000422,2023-05-08 19:45:00,28328,138193,True,album,desktop
sess_0000000056,user_0000000,track_0000924,2024-02-22 23:25:00,104795,412316,True,search,smart_speaker
sess_0000000057,user_0000046,track_0000949,2024-08-30 11:14:00,130453,339793,True,playlist,mobile
sess_0000000058,user_0000046,track_0002493,2024-01-22 10:35:00,158446,214445,False,playlist,mobile
sess_0000000059,user_0000076,track_0001737,2024-09-17 13:58:00,82807,202378,True,playlist,mobile
sess_0000000060,user_0000028,track_0001757,2024-05-02 14:59:00,178669,324695,False,recommendation,tablet
sess_0000000061,user_0000029,track_0000038,2024-03-21 11:21:00,253896,443899,False,playlist,mobile
sess_0000000062,user_0000076,track_0003272,2024-04-02 01:41:00,250516,442066,True,album,mobile
sess_0000000063,user_0000002,track_0000802,2023-05-02 10:29:00,101693,141378,False,playlist,mobile
sess_0000000064,user_0000028,track_0003218,2024-06-07 15:50:00,18787,257877,True,radio,tablet
sess_0000000065,user_0000044,track_0000954,2024-12-19 21:28:00,382183,382801,False,search,mobile
sess_0000000066,user_0000090,track_0001827,2024-02-20 09:41:00,74398,377164,True,album,mobile
sess_0000000067,user_0000086,track_0004710,2024-07-13 23:55:00,189181,224740,False,playlist,mobile
sess_0000000068,user_0000046,track_0002057,2023-09-16 03:56:00,96677,153895,False,playlist,mobile
sess_0000000069,user_0000026,track_0000107,2024-06-02 00:08:00,92131,370233,True,radio,mobile
sess_0000000070,user_0000009,track_0003584,2023-02-11 01:35:00,319175,380298,False,recommendation,mobile
sess_0000000071,user_0000099,track_0001202,2024-04-06 03:32:00,279644,308516,False,recommendation,tablet
sess_0000000072,user_0000070,track_0004452,2023-10-22 13:16:00,98002,135958,True,recommendation,mobile
sess_0000000073,user_0000097,track_0000188,2023-04-07 12:50:00,59763,419314,True,playlist,mobile
sess_0000000074,user_0000016,track_0003213,2023-05-20 23:27:00,149918,165092,False,search,smart_speaker
sess_0000000075,user_0000077,track_0003106,2023-12-04 08:02:00,265774,273178,False,playlist,desktop
sess_0000000076,user_0000092,track_0001055,2023-01-10 16:22:00,317517,365961,False,album,desktop
sess_0000000077,user_0000042,track_0000607,2024-06-29 16:37:00,327077,332202,False,radio,desktop
sess_0000000078,user_0000024,track_0003871,2023-11-04 14:09:00,271611,467068,True,playlist,mobile
sess_0000000079,user_0000074,track_0001114,2024-04-10 18:58:00,307796,361656,False,search,smart_speaker
sess_0000000080,user_0000016,track_0003759,2024-07-31 11:37:00,97738,127956,False,recommendation,tablet
sess_0000000081,user_0000008,track_0001060,2023-01-24 16:54:00,314901,378919,False,radio,mobile
sess_0000000082,user_0000062,track_0000319,2024-02-24 18:51:00,213833,460152,False,playlist,mobile
sess_0000000083,user_0000036,track_0000779,2023-11-14 21:37:00,125767,145286,False,recommendation,mobile
sess_0000000084,user_0000096,track_0001473,2024-04-30 06:26:00,192781,233484,False,album,mobile
sess_0000000085,user_0000014,track_0003348,2024-02-16 04:06:00,120300,319882,True,recommendation,desktop
sess_0000000086,user_0000005,track_0002547,2023-09-12 12:55:00,131639,275232,True,recommendation,desktop
sess_0000000087,user_0000027,track_0004028,2024-11-18 14:00:00,227282,358455,True,recommendation,mobile
sess_0000000088,user_0000067,track_0004336,2024-01-21 08:31:00,68693,249085,True,search,mobile
sess_0000000089,user_0000045,track_0002405,2023-11-06 13:51:00,22227,164490,True,album,mobile
sess_0000000090,user_0000033,track_0000830,2024-11-04 11:04:00,127725,158804,False,playlist,mobile
sess_0000000091,user_0000065,track_0001292,2023-11-06 00:39:00,79718,446822,True,playlist,mobile
sess_0000000092,user_0000076,track_0003743,2023-09-24 18:46:00,283563,326861,False,album,desktop
sess_0000000093,user_0000053,track_0002745,2024-05-10 15:55:00,152898,173121,False,recommendation,tablet
sess_0000000094,user_0000083,track_0004922,2024-08-20 13:39:00,319187,420555,False,playlist,desktop
sess_0000000095,user_0000013,track_0002353,2023-01-25 18:23:00,76378,243264,True,radio,desktop
sess_0000000096,user_0000075,track_0002106,2024-12-16 19:20:00,266995,372405,True,playlist,smart_speaker
sess_0000000097,user_0000091,track_0000410,2024-03-04 02:20:00,69473,279389,True,album,desktop
sess_0000000098,user_0000092,track_0004116,2024-04-07 07:05:00,407030,474692,False,album,desktop
sess_0000000099,user_0000076,track_0004755,2023-05-23 16:16:00,284085,341736,False,playlist,mobile
sess_0000000100,user_0000041,track_0002534,2023-12-10 04:53:00,105542,338946,True,album,mobile
sess_0000000101,user_0000095,track_0000204,2024-08-18 17:31:00,217006,236113,False,recommendation,tablet
sess_0000000102,user_0000077,track_0003082,2023-01-28 05:06:00,175727,195107,False,album,smart_speaker
sess_0000000103,user_0000085,track_0001592,2024-02-29 02:03:00,276680,370501,False,playlist,mobile
sess_0000000104,user_0000090,track_0000727,2023-06-27 00:13:00,223915,329671,False,recommendation,mobile
sess_0000000105,user_0000096,track_0004015,2023-05-30 03:08:00,131634,166167,False,recommendation,mobile
sess_0000000106,user_0000094,track_0004944,2023-09-09 03:09:00,173906,222318,False,playlist,tablet
sess_0000000107,user_0000073,track_0004945,2023-05-22 09:55:00,35299,439087,True,album,mobile
sess_0000000108,user_0000069,track_0002068,2023-08-11 13:56:00,142167,159198,False,recommendation,desktop
sess_0000000109,user_0000095,track_0003196,2023-05-02 08:23:00,63128,232567,True,playlist,desktop
sess_0000000110,user_0000067,track_0004830,2023-06-22 16:48:00,73782,167235,False,album,mobile
sess_0000000111,user_0000009,track_0002236,2023-06-29 15:55:00,99144,186688,True,search,mobile
sess_0000000112,user_0000021,track_0002556,2023-07-03 17:19:00,323925,439889,False,playlist,mobile
sess_0000000113,user_0000010,track_0002648,2024-07-25 17:00:00,83102,223419,True,playlist,mobile
sess_0000000114,user_0000059,track_0000792,2023-07-31 21:15:00,77357,178660,True,radio,desktop
sess_0000000115,user_0000024,track_0003180,2023-02-14 10:02:00,88214,328618,True,album,desktop
sess_0000000116,user_0000062,track_0001257,2024-10-09 18:33:00,94973,137783,False,playlist,desktop
sess_0000000117,user_0000033,track_0001330,2023-06-14 01:13:00,386306,454371,False,recommendation,tablet
sess_0000000118,user_0000006,track_0004351,2023-09-22 12:50:00,67016,450986,True,radio,mobile
sess_0000000119,user_0000036,track_0000572,2023-06-14 14:23:00,269246,338999,False,playlist,desktop
sess_0000000120,user_0000044,track_0001270,2023-04-12 21:43:00,248953,303207,False,recommendation,mobile
sess_0000000121,user_0000000,track_0002952,2023-02-07 22:19:00,298004,420016,False,search,mobile
sess_0000000122,user_0000051,track_0001224,2024-06-13 17:31:00,291609,364080,False,playlist,mobile
sess_0000000123,user_0000022,track_0001158,2024-08-27 14:04:00,27284,125619,True,recommendation,mobile
sess_0000000124,user_0000060,track_0001018,2023-02-18 10:36:00,154608,432163,True,recommendation,desktop
sess_0000000125,user_0000037,track_0002150,2023-06-05 18:35:00,174796,225038,False,album,mobile
sess_0000000126,user_0000011,track_0002781,2023-08-17 06:55:00,150901,252231,False,recommendation,mobile
sess_0000000127,user_0000000,track_0001350,2023-09-13 13:04:00,288077,320640,False,album,tablet
sess_0000000128,user_0000014,track_0001171,2024-11-28 12:10:00,112199,157336,False,playlist,smart_speaker
sess_0000000129,user_0000051,track_0001473,2023-04-29 17:23:00,215064,233484,False,radio,mobile
sess_0000000130,user_0000078,track_0001722,2023-12-28 16:53:00,46174,244643,True,album,mobile
sess_0000000131,user_0000046,track_0002899,2024-08-19 15:49:00,414892,452958,False,playlist,mobile
sess_0000000132,user_0000076,track_0002048,2023-09-16 09:56:00,22355,314309,True,radio,desktop
sess_0000000133,user_0000048,track_0000883,2024-09-24 12:27:00,346589,430672,False,search,mobile
sess_0000000134,user_0000085,track_0002722,2023-09-13 14:48:00,414639,467681,False,recommendation,mobile
sess_0000000135,user_0000049,track_0001068,2024-10-04 15:29:00,326040,354492,False,search,desktop
sess_0000000136,user_0000054,track_0003764,2024-10-14 02:13:00,53587,284487,True,playlist,mobile
sess_0000000137,user_0000065,track_0000564,2023-09-16 20:57:00,245117,409208,False,radio,tablet
sess_0000000138,user_0000097,track_0001482,2024-05-01 23:33:00,266108,318172,False,playlist,tablet
sess_0000000139,user_0000027,track_0004479,2023-08-28 20:34:00,153905,317871,True,radio,mobile
sess_0000000140,user_0000084,track_0001890,2024-08-08 09:51:00,192896,233400,False,playlist,mobile
sess_0000000141,user_0000086,track_0002878,2023-03-21 18:00:00,97514,454628,True,search,desktop
sess_0000000142,user_0000085,track_0002421,2023-08-13 12:09:00,155277,372318,True,playlist,desktop
sess_0000000143,user_0000071,track_0002203,2023-08-01 12:41:00,348294,463648,False,playlist,mobile
sess_0000000144,user_0000053,track_0002495,2023-10-02 18:18:00,36837,146751,True,playlist,tablet
sess_0000000145,user_0000098,track_0001261,2023-06-22 23:39:00,189563,316489,False,radio,desktop
sess_0000000146,user_0000086,track_0002193,2024-02-20 00:35:00,369336,435111,False,album,desktop
sess_0000000147,user_0000078,track_0000702,2024-10-23 10:26:00,112886,356306,True,album,desktop
sess_0000000148,user_0000013,track_0001703,2023-07-21 03:16:00,345896,471071,False,album,desktop
sess_0000000149,user_0000097,track_0003154,2023-10-23 16:45:00,144281,317233,True,recommendation,tablet
sess_0000000150,user_0000026,track_0001204,2023-12-27 15:12:00,203759,388140,False,album,mobile
sess_0000000151,user_0000080,track_0000187,2024-10-30 06:32:00,120308,177168,True,playlist,mobile
sess_0000000152,user_0000005,track_0004751,2023-03-09 21:24:00,398931,474114,False,radio,mobile
sess_0000000153,user_0000027,track_0002484,2024-11-08 22:41:00,105061,427331,True,playlist,mobile
sess_0000000154,user_0000058,track_0002920,2023-02-18 20:14:00,74724,203791,True,album,mobile
sess_0000000155,user_0000060,track_0001756,2023-08-23 17:38:00,204799,268698,False,playlist,desktop
sess_0000000156,user_0000078,track_0000124,2024-07-04 17:22:00,13738,311251,True,radio,tablet
sess_0000000157,user_0000083,track_0002674,2024-04-01 09:04:00,28582,203407,True,search,mobile
sess_0000000158,user_0000011,track_0004520,2023-05-31 00:00:00,186476,192944,False,search,mobile
sess_0000000159,user_0000007,track_0001565,2024-11-09 22:30:00,5816,126256,True,radio,desktop
sess_0000000160,user_0000083,track_0002511,2023-02-16 16:46:00,59301,207634,True,album,smart_speaker
sess_0000000161,user_0000050,track_0004586,2023-08-08 07:54:00,42770,131056,True,album,tablet
sess_0000000162,user_0000076,track_0004547,2023-02-02 23:46:00,151215,223371,False,search,desktop
sess_0000000163,user_0000081,track_0003076,2024-09-06 02:39:00,235961,274692,False,recommendation,mobile
sess_0000000164,user_0000071,track_0001135,2024-05-27 19:47:00,373362,420565,False,radio,mobile
sess_0000000165,user_0000067,track_0002448,2023-10-18 23:54:00,203825,249568,False,playlist,tablet
sess_0000000166,user_0000007,track_0003683,2024-02-07 13:34:00,60320,172706,True,search,desktop
sess_0000000167,user_0000035,track_0002847,2023-09-13 07:54:00,69200,419999,True,radio,desktop
sess_0000000168,user_0000070,track_0000410,2023-11-13 04:11:00,219345,279389,False,recommendation,mobile
sess_0000000169,user_0000034,track_0004021,2024-08-07 02:18:00,302110,471745,False,playlist,mobile
sess_0000000170,user_0000003,track_0004833,2024-06-24 06:30:00,23905,175701,True,album,tablet
sess_0000000171,user_0000064,track_0002553,2024-08-20 08:21:00,242172,268381,False,playlist,mobile
sess_0000000172,user_0000008,track_0002989,2024-01-15 17:15:00,322442,427701,False,playlist,mobile
sess_0000000173,user_0000056,track_0003241,2024-12-28 18:30:00,308192,442155,False,playlist,mobile
sess_0000000174,user_0000012,track_0003708,2023-09-14 19:31:00,292989,315494,False,recommendation,mobile
sess_0000000175,user_0000009,track_0000003,2023-06-23 19:59:00,432734,462040,False,playlist,tablet
sess_0000000176,user_0000039,track_0000281,2023-11-13 07:16:00,116693,137347,False,radio,mobile
sess_0000000177,user_0000017,track_0000835,2023-10-26 15:35:00,328221,364828,False,radio,mobile
sess_0000000178,user_0000017,track_0000300,2023-03-18 21:39:00,13888,257704,True,album,mobile
sess_0000000179,user_0000090,track_0002960,2023-02-06 09:25:00,365433,467674,False,album,mobile
sess_0000000180,user_0000065,track_0003817,2024-04-12 00:46:00,279733,411405,False,playlist,smart_speaker
sess_0000000181,user_0000079,track_0001259,2023-05-03 08:40:00,102306,165161,False,playlist,mobile
sess_0000000182,user_0000041,track_0003344,2023-07-30 06:31:00,310501,451583,False,search,mobile
sess_0000000183,user_0000005,track_0000711,2023-07-29 05:24:00,290145,418211,False,playlist,smart_speaker
sess_0000000184,user_0000064,track_0003471,2023-06-05 16:02:00,132893,232890,False,recommendation,mobile
sess_0000000185,user_0000065,track_0004013,2024-06-08 16:11:00,356482,389398,False,recommendation,smart_speaker
sess_0000000186,user_0000088,track_0001632,2023-08-20 06:33:00,222138,243538,False,recommendation,mobile
sess_0000000187,user_0000035,track_0001320,2024-04-17 11:46:00,96661,133999,False,album,mobile
sess_0000000188,user_0000012,track_0003224,2024-05-19 19:15:00,128890,463365,True,album,tablet
sess_0000000189,user_0000089,track_0004481,2023-06-17 23:02:00,281093,325849,False,search,mobile
sess_0000000190,user_0000040,track_0001411,2023-12-06 17:03:00,311806,394062,False,album,desktop
sess_0000000191,user_0000092,track_0003198,2023-02-17 17:52:00,422638,433939,False,recommendation,mobile
sess_0000000192,user_0000022,track_0004334,2024-02-14 14:37:00,333405,350070,False,search,tablet
sess_0000000193,user_0000049,track_0000863,2024-01-02 14:22:00,224951,373428,False,playlist,mobile
sess_0000000194,user_0000013,track_0002333,2024-07-08 07:41:00,290860,348820,False,playlist,desktop
sess_0000000195,user_0000041,track_0002269,2024-11-23 00:12:00,216454,467307,True,playlist,mobile
sess_0000000196,user_0000037,track_0002240,2023-06-04 20:09:00,125081,133246,False,playlist,mobile
sess_0000000197,user_0000071,track_0004372,2023-04-18 00:48:00,231089,310311,False,playlist,desktop
sess_0000000198,user_0000029,track_0004662,2023-06-26 23:23:00,273162,476296,False,recommendation,mobile
sess_0000000199,user_0000003,track_0000389,2024-11-25 17:12:00,144790,187655,False,playlist,tablet
sess_0000000200,user_0000045,track_0001945,2023-09-23 19:52:00,31090,461396,True,playlist,mobile
sess_0000000201,user_0000087,track_0003724,2024-01-04 13:49:00,81222,127637,False,playlist,mobile
sess_0000000202,user_0000051,track_0002947,2023-08-29 08:05:00,156723,208326,False,album,desktop
sess_0000000203,user_0000044,track_0003865,2023-06-04 05:34:00,387868,430811,False,search,mobile
sess_0000000204,user_0000092,track_0000104,2023-10-24 06:01:00,61221,308525,True,radio,mobile
sess_0000000205,user_0000049,track_0000330,2024-07-08 17:41:00,38943,252383,True,playlist,desktop
sess_0000000206,user_0000013,track_0002945,2024-01-06 22:54:00,292401,384304,False,album,mobile
sess_0000000207,user_0000057,track_0002381,2024-06-18 13:28:00,36366,207874,True,playlist,smart_speaker
sess_0000000208,user_0000071,track_0003621,2024-11-01 10:00:00,159120,185841,False,playlist,mobile
sess_0000000209,user_0000022,track_0002397,2024-02-18 19:21:00,324495,406535,False,playlist,desktop
sess_0000000210,user_0000028,track_0004450,2024-04-09 22:01:00,117344,129316,False,playlist,tablet
sess_0000000211,user_0000042,track_0001012,2024-12-30 14:25:00,182253,461787,True,album,mobile
sess_0000000212,user_0000041,track_0001935,2023-04-24 04:41:00,346838,405972,False,recommendation,mobile
sess_0000000213,user_0000046,track_0004939,2023-11-04 10:21:00,167924,186962,False,search,mobile
sess_0000000214,user_0000080,track_0002394,2024-11-04 08:40:00,21115,272678,True,playlist,mobile
sess_0000000215,user_0000086,track_0000763,2023-08-10 12:01:00,211330,366711,False,playlist,desktop
sess_0000000216,user_0000069,track_0004345,2024-08-10 14:02:00,178435,221994,False,search,desktop
sess_0000000217,user_0000024,track_0004003,2024-06-07 13:45:00,306190,346286,False,search,mobile
sess_0000000218,user_0000042,track_0000823,2023-07-18 16:06:00,92342,420431,True,search,desktop
sess_0000000219,user_0000004,track_0000428,2023-03-13 17:36:00,63066,225539,True,search,tablet
sess_0000000220,user_0000089,track_0002222,2023-06-07 05:21:00,60141,346810,True,album,desktop
sess_0000000221,user_0000055,track_0001944,2024-09-09 07:46:00,280909,408500,False,album,desktop
sess_0000000222,user_0000030,track_0001227,2023-08-23 15:53:00,42412,295330,True,playlist,mobile
sess_0000000223,user_0000080,track_0003268,2024-12-16 22:46:00,36101,334751,True,album,desktop
sess_0000000224,user_0000099,track_0001681,2024-03-09 03:00:00,38221,419050,True,recommendation,mobile
sess_0000000225,user_0000061,track_0002343,2023-07-08 22:26:00,191771,377957,True,playlist,mobile
sess_0000000226,user_0000037,track_0003223,2024-10-29 14:29:00,354442,366797,False,search,mobile
sess_0000000227,user_0000016,track_0004226,2023-05-09 05:36:00,287495,327635,False,recommendation,desktop
sess_0000000228,user_0000038,track_0003540,2024-04-15 11:02:00,388181,412183,False,playlist,desktop
sess_0000000229,user_0000024,track_0003131,2024-11-08 23:36:00,147045,161518,False,playlist,desktop
sess_0000000230,user_0000040,track_0001171,2024-07-11 09:34:00,148689,157336,False,album,mobile
sess_0000000231,user_0000035,track_0000196,2024-04-21 18:57:00,163221,178838,False,radio,mobile
sess_0000000232,user_0000005,track_0001067,2023-12-12 13:18:00,157712,234040,False,album,tablet
sess_0000000233,user_0000014,track_0004593,2023-11-17 10:46:00,108268,415531,True,album,mobile
sess_0000000234,user_0000024,track_0003067,2023-07-28 14:23:00,13595,212222,True,album,mobile
sess_0000000235,user_0000069,track_0004246,2024-08-15 23:11:00,316516,357761,False,recommendation,desktop
sess_0000000236,user_0000059,track_0002049,2024-02-13 22:55:00,219422,234617,False,playlist,mobile
sess_0000000237,user_0000011,track_0002254,2024-02-22 13:13:00,344912,431535,False,album,desktop
sess_0000000238,user_0000080,track_0001205,2024-06-07 14:04:00,95581,438481,True,album,mobile
sess_0000000239,user_0000054,track_0003848,2024-06-08 23:41:00,30160,275500,True,album,mobile
sess_0000000240,user_0000046,track_0003275,2023-10-20 15:01:00,17536,205717,True,search,mobile
sess_0000000241,user_0000061,track_0002704,2023-07-24 02:40:00,310916,461853,False,album,smart_speaker
sess_0000000242,user_0000089,track_0001372,2024-07-21 04:01:00,197656,230153,False,album,mobile
sess_0000000243,user_0000074,track_0004921,2023-03-04 22:16:00,248673,264534,False,search,mobile
sess_0000000244,user_0000079,track_0003948,2024-09-22 11:12:00,188386,313643,False,playlist,tablet
sess_0000000245,user_0000065,track_0003344,2024-06-07 14:01:00,59851,451583,True,playlist,desktop
sess_0000000246,user_0000062,track_0003104,2024-03-07 08:51:00,284381,379742,False,album,desktop
sess_0000000247,user_0000025,track_0003766,2023-11-20 15:38:00,346367,443941,False,playlist,mobile
sess_0000000248,user_0000072,track_0000042,2024-04-19 10:02:00,91446,446225,True,playlist,tablet
sess_0000000249,user_0000027,track_0003472,2023-03-24 07:54:00,25899,130547,True,radio,mobile
sess_0000000250,user_0000081,track_0004478,2023-05-28 23:39:00,18450,311067,True,radio,mobile
sess_0000000251,user_0000086,track_0001325,2023-05-04 01:14:00,152931,219836,False,recommendation,mobile
sess_0000000252,user_0000037,track_0001791,2024-11-11 03:19:00,251088,291806,False,playlist,desktop
sess_0000000253,user_0000014,track_0004006,2023-01-10 02:30:00,257115,446684,False,recommendation,mobile
sess_0000000254,user_0000074,track_0003851,2024-06-26 03:10:00,307668,407962,False,album,mobile
sess_0000000255,user_0000052,track_0002955,2024-04-22 19:05:00,129234,461447,True,playlist,desktop
sess_0000000256,user_0000046,track_0004852,2024-10-25 19:17:00,165098,235131,False,radio,mobile
sess_0000000257,user_0000079,track_0000614,2023-06-22 01:08:00,77491,451920,True,radio,mobile
sess_0000000258,user_0000080,track_0004760,2023-05-03 07:54:00,312073,362719,False,album,desktop
sess_0000000259,user_0000026,track_0004379,2024-04-24 09:46:00,277160,410810,False,album,tablet
sess_0000000260,user_0000023,track_0003610,2023-11-25 05:03:00,155138,182007,False,playlist,desktop
sess_0000000261,user_0000092,track_0001253,2024-12-27 22:28:00,60919,327665,True,playlist,mobile
sess_0000000262,user_0000014,track_0000767,2024-08-28 00:11:00,330211,362891,False,recommendation,desktop
sess_0000000263,user_0000010,track_0001399,2023-05-30 20:20:00,64409,443552,True,album,mobile
sess_0000000264,user_0000038,track_0001969,2023-04-06 22:44:00,195790,212027,False,recommendation,desktop
sess_0000000265,user_0000053,track_0000821,2024-03-22 02:16:00,145051,463698,True,album,mobile
sess_0000000266,user_0000038,track_0003187,2023-03-27 20:28:00,251298,401287,True,radio,tablet
sess_0000000267,user_0000069,track_0003751,2024-11-29 21:08:00,373153,435603,False,radio,mobile
sess_0000000268,user_0000039,track_0000517,2023-05-25 15:03:00,211433,241013,False,playlist,mobile
sess_0000000269,user_0000007,track_0004301,2023-08-02 02:39:00,337820,419081,False,playlist,desktop
sess_0000000270,user_0000020,track_0003529,2023-04-12 06:26:00,69629,328679,True,album,mobile
sess_0000000271,user_0000008,track_0000780,2023-07-18 10:56:00,118440,258477,True,album,desktop
sess_0000000272,user_0000015,track_0002225,2024-01-06 01:21:00,18564,137603,True,playlist,desktop
sess_0000000273,user_0000077,track_0004099,2024-02-13 23:39:00,194831,346805,False,recommendation,mobile
sess_0000000274,user_0000066,track_0000474,2024-07-27 23:11:00,276460,391345,False,album,mobile
sess_0000000275,user_0000098,track_0000597,2023-03-06 12:29:00,289634,391561,False,playlist,mobile
sess_0000000276,user_0000007,track_0003416,2023-07-14 05:34:00,17680,141736,True,album,mobile
sess_0000000277,user_0000035,track_0000609,2023-02-28 06:44:00,59680,243252,True,playlist,tablet
sess_0000000278,user_0000075,track_0004079,2024-07-26 07:59:00,92899,304157,True,playlist,mobile
sess_0000000279,user_0000050,track_0003387,2024-09-13 03:47:00,104327,121349,False,playlist,desktop
sess_0000000280,user_0000040,track_0001329,2023-07-21 04:41:00,169976,184894,False,recommendation,mobile
sess_0000000281,user_0000080,track_0004776,2024-04-16 14:02:00,264161,277606,False,search,mobile
sess_0000000282,user_0000033,track_0003215,2024-08-31 16:14:00,306882,445288,False,album,mobile
sess_0000000283,user_0000017,track_0004572,2024-11-01 20:18:00,378564,394880,False,radio,smart_speaker
sess_0000000284,user_0000082,track_0000287,2023-01-19 00:21:00,296618,342014,False,playlist,mobile
sess_0000000285,user_0000066,track_0004292,2024-03-07 09:31:00,416128,461950,False,album,smart_speaker
