playlist_id,track_id,position
playlist_000001,track_0003372,48
playlist_000001,track_0004501,49
playlist_000001,track_0000289,50
playlist_000001,track_0001457,51
playlist_000001,track_0004507,52
playlist_000001,track_0000068,53
playlist_000001,track_0001747,54
playlist_000001,track_0004146,55
playlist_000001,track_0003357,56
playlist_000001,track_0000446,57
playlist_000001,track_0002040,58
playlist_000001,track_0000564,59
playlist_000001,track_0004397,60
playlist_000001,track_0000067,61
playlist_000001,track_0000671,62
playlist_000001,track_0002642,63
playlist_000001,track_0001087,64
playlist_000001,track_0004715,65
playlist_000001,track_0004004,66
playlist_000001,track_0003962,67
playlist_000001,track_0001927,68
playlist_000001,track_0004619,69
playlist_000001,track_0001342,70
playlist_000001,track_0000231,71
playlist_000001,track_0004298,72
playlist_000001,track_0003003,73
playlist_000001,track_0004828,74
playlist_000001,track_0004018,75
playlist_000001,track_0001011,76
playlist_000001,track_0003907,77
playlist_000001,track_0004757,78
playlist_000001,track_0002541,79
playlist_000001,track_0002046,80
playlist_000001,track_0002788,81
playlist_000001,track_0002512,82
playlist_000001,track_0001534,83
playlist_000001,track_0004362,84
playlist_000001,track_0000728,85
playlist_000001,track_0002934,86
playlist_000001,track_0002306,87
playlist_000001,track_0001150,88
playlist_000001,track_0002276,89
playlist_000001,track_0000329,90
playlist_000001,track_0001990,91
playlist_000002,track_0003752,0
playlist_000002,track_0000654,1
playlist_000002,track_0003576,2
playlist_000002,track_0000431,3
playlist_000002,track_0001609,4
playlist_000002,track_0000035,5
playlist_000002,track_0004165,6
playlist_000002,track_0000417,7
playlist_000002,track_0002294,8
playlist_000002,track_0001256,9
playlist_000002,track_0004978,10
playlist_000002,track_0004787,11
playlist_000002,track_0002770,12
playlist_000002,track_0002315,13
playlist_000002,track_0004385,14
playlist_000002,track_0004877,15
playlist_000002,track_0002031,16
playlist_000002,track_0004823,17
playlist_000002,track_0001645,18
playlist_000002,track_0001496,19
playlist_000002,track_0000342,20
playlist_000002,track_0003624,21
playlist_000002,track_0002577,22
playlist_000002,track_0001374,23
playlist_000002,track_0004731,24
playlist_000002,track_0001116,25
playlist_000002,track_0001483,26
playlist_000002,track_0003273,27
playlist_000002,track_0001403,28
playlist_000003,track_0002956,0
playlist_000003,track_0000954,1
playlist_000003,track_0003632,2
playlist_000003,track_0000807,3
playlist_000003,track_0001417,4
playlist_000003,track_0003039,5
playlist_000003,track_0000071,6
playlist_000003,track_0002475,7
playlist_000003,track_0001592,8
playlist_000003,track_0000916,9
playlist_000003,track_0003931,10
playlist_000003,track_0000182,11
playlist_000003,track_0001535,12
playlist_000003,track_0001216,13
playlist_000003,track_0001232,14
playlist_000003,track_0001762,15
playlist_000003,track_0003093,16
playlist_000003,track_0004299,17
playlist_000003,track_0001470,18
playlist_000003,track_0001327,19
playlist_000003,track_0002540,20
playlist_000003,track_0000471,21
playlist_000003,track_0003580,22
playlist_000003,track_0001065,23
playlist_000003,track_0004697,24
playlist_000003,track_0000817,25
playlist_000003,track_0000238,26
playlist_000003,track_0003575,27
playlist_000003,track_0000901,28
playlist_000003,track_0002503,29
playlist_000003,track_0000393,30
playlist_000003,track_0004914,31
playlist_000003,track_0001022,32
playlist_000003,track_0003399,33
playlist_000003,track_0004709,34
playlist_000003,track_0003906,35
playlist_000003,track_0003948,36
playlist_000003,track_0003210,37
playlist_000003,track_0002590,38
playlist_000003,track_0003574,39
playlist_000003,track_0000812,40
playlist_000003,track_0002577,41
playlist_000003,track_0001107,42
playlist_000003,track_0004473,43
playlist_000003,track_0004251,44
playlist_000004,track_0004068,0
playlist_000004,track_0004097,1
playlist_000004,track_0002273,2
playlist_000004,track_0001132,3
playlist_000004,track_0003191,4
playlist_000004,track_0004270,5
playlist_000004,track_0000778,6
playlist_000004,track_0003295,7
playlist_000004,track_0000951,8
playlist_000004,track_0002282,9
playlist_000004,track_0004708,10
playlist_000004,track_0003314,11
playlist_000004,track_0000116,12
playlist_000004,track_0002720,13
playlist_000004,track_0003251,14
playlist_000004,track_0002646,15
playlist_000004,track_0003511,16
playlist_000004,track_0003915,17
playlist_000004,track_0000008,18
playlist_000004,track_0002499,19
playlist_000004,track_0001114,20
playlist_000004,track_0004069,21
playlist_000004,track_0002896,22
playlist_000004,track_0002977,23
playlist_000004,track_0003671,24
playlist_000004,track_0002015,25
playlist_000004,track_0003192,26
playlist_000004,track_0003018,27
playlist_000004,track_0000779,28
playlist_000004,track_0004943,29
playlist_000004,track_0003619,30
playlist_000004,track_0000959,31
playlist_000004,track_0002374,32
playlist_000004,track_0000133,33
playlist_000004,track_0001207,34
playlist_000004,track_0000828,35
playlist_000004,track_0002184,36
playlist_000004,track_0003162,37
playlist_000004,track_0004899,38
playlist_000004,track_0003728,39
playlist_000004,track_0004925,40
playlist_000004,track_0001452,41
playlist_000004,track_0002468,42
playlist_000004,track_0004077,43
playlist_000004,track_0001825,44
playlist_000004,track_0001165,45
playlist_000004,track_0002341,46
playlist_000004,track_0004177,47
playlist_000004,track_0002309,48
playlist_000004,track_0002733,49
playlist_000004,track_0000425,50
playlist_000004,track_0002712,51
playlist_000004,track_0003231,52
playlist_000004,track_0000894,53
playlist_000004,track_0004021,54
playlist_000004,track_0003121,55
playlist_000004,track_0002892,56
playlist_000004,track_0003635,57
playlist_000004,track_0004062,58
playlist_000004,track_0003907,59
playlist_000004,track_0004779,60
playlist_000004,track_0002142,61
playlist_000004,track_0000605,62
playlist_000004,track_0004690,63
playlist_000004,track_0002024,64
playlist_000004,track_0001659,65
playlist_000004,track_0003561,66
playlist_000004,track_0001246,67
playlist_000004,track_0003252,68
playlist_000004,track_0002196,69
playlist_000004,track_0002210,70
playlist_000004,track_0003877,71
playlist_000004,track_0002708,72
playlist_000004,track_0004207,73
playlist_000004,track_0000758,74
playlist_000004,track_0002378,75
playlist_000004,track_0004699,76
playlist_000004,track_0003039,77
playlist_000004,track_0000153,78
playlist_000004,track_0003209,79
playlist_000004,track_0003094,80
playlist_000004,track_0001960,81
playlist_000004,track_0004662,82
playlist_000004,track_0002570,83
playlist_000005,track_0004676,0
playlist_000005,track_0001799,1
playlist_000005,track_0002795,2
playlist_000005,track_0001705,3
playlist_000005,track_0001539,4
playlist_000005,track_0001254,5
playlist_000005,track_0000689,6
playlist_000005,track_0003610,7
playlist_000005,track_0003215,8
playlist_000005,track_0001639,9
playlist_000005,track_0002372,10
playlist_000005,track_0003863,11
playlist_000005,track_0002681,12
playlist_000005,track_0001304,13
playlist_000005,track_0004322,14
playlist_000005,track_0000603,15
playlist_000005,track_0002601,16
playlist_000005,track_0002623,17
playlist_000005,track_0004326,18
playlist_000005,track_0001559,19
playlist_000005,track_0002407,20
playlist_000005,track_0001658,21
playlist_000005,track_0004977,22
playlist_000005,track_0001849,23
playlist_000005,track_0004791,24
playlist_000005,track_0003940,25
playlist_000005,track_0000138,26
playlist_000005,track_0003559,27
playlist_000005,track_0003913,28
playlist_000005,track_0003126,29
playlist_000005,track_0001456,30
playlist_000005,track_0002366,31
playlist_000005,track_0003133,32
playlist_000005,track_0000774,33
playlist_000005,track_0000917,34
playlist_000005,track_0000151,35
playlist_000005,track_0000716,36
playlist_000005,track_0003786,37
playlist_000005,track_0002714,38
playlist_000005,track_0000440,39
playlist_000005,track_0003726,40
playlist_000005,track_0004951,41
playlist_000005,track_0002075,42
playlist_000005,track_0002108,43
playlist_000005,track_0002903,44
playlist_000005,track_0004787,45
playlist_000005,track_0000399,46
playlist_000005,track_0001405,47
playlist_000005,track_0004879,48
playlist_000005,track_0003779,49
playlist_000005,track_0004789,50
playlist_000005,track_0004472,51
playlist_000005,track_0001441,52
playlist_000005,track_0003954,53
playlist_000005,track_0004477,54
playlist_000005,track_0002410,55
playlist_000005,track_0003898,56
playlist_000005,track_0003563,57
playlist_000005,track_0002102,58
playlist_000005,track_0004533,59
playlist_000005,track_0001844,60
playlist_000005,track_0004382,61
playlist_000005,track_0004831,62
playlist_000005,track_0002761,63
playlist_000005,track_0003434,64
playlist_000005,track_0002793,65
playlist_000005,track_0001275,66
playlist_000005,track_0000761,67
playlist_000005,track_0001819,68
playlist_000005,track_0002584,69
playlist_000005,track_0001127,70
playlist_000005,track_0002616,71
playlist_000005,track_0000046,72
playlist_000005,track_0004918,73
playlist_000006,track_0000634,0
playlist_000006,track_0000573,1
playlist_000006,track_0004895,2
playlist_000006,track_0001911,3
playlist_000006,track_0001755,4
playlist_000006,track_0001201,5
playlist_000006,track_0004326,6
playlist_000006,track_0004879,7
playlist_000006,track_0004943,8
playlist_000006,track_0001159,9
playlist_000006,track_0004226,10
playlist_000006,track_0001754,11
playlist_000006,track_0003368,12
playlist_000006,track_0000497,13
playlist_000006,track_0003659,14
playlist_000006,track_0004752,15
playlist_000006,track_0000100,16
playlist_000006,track_0004636,17
playlist_000006,track_0002223,18
playlist_000006,track_0002386,19
playlist_000006,track_0000553,20
playlist_000006,track_0002469,21
playlist_000006,track_0001433,22
playlist_000006,track_0001565,23
playlist_000006,track_0003913,24
playlist_000006,track_0002732,25
playlist_000006,track_0001692,26
playlist_000006,track_0000449,27
playlist_000006,track_0002581,28
playlist_000006,track_0002161,29
playlist_000006,track_0003065,30
playlist_000006,track_0001446,31
playlist_000006,track_0000601,32
playlist_000006,track_0004883,33
playlist_000006,track_0001822,34
playlist_000006,track_0004491,35
playlist_000006,track_0000811,36
playlist_000006,track_0000576,37
playlist_000006,track_0003050,38
playlist_000006,track_0003425,39
playlist_000006,track_0002566,40
playlist_000006,track_0002375,41
playlist_000006,track_0002692,42
playlist_000006,track_0002684,43
playlist_000006,track_0003036,44
playlist_000006,track_0002833,45
playlist_000006,track_0001352,46
playlist_000006,track_0000211,47
playlist_000006,track_0004701,48
playlist_000006,track_0002720,49
playlist_000006,track_0003294,50
playlist_000006,track_0001784,51
playlist_000006,track_0001749,52
playlist_000006,track_0002186,53
playlist_000006,track_0003266,54
playlist_000006,track_0000016,55
playlist_000006,track_0004251,56
playlist_000006,track_0004750,57
playlist_000006,track_0002848,58
playlist_000006,track_0000401,59
playlist_000006,track_0004071,60
playlist_000006,track_0002159,61
playlist_000006,track_0003532,62
playlist_000006,track_0001812,63
playlist_000006,track_0003954,64
playlist_000006,track_0002822,65
playlist_000006,track_0003081,66
playlist_000006,track_0003660,67
playlist_000006,track_0000559,68
playlist_000006,track_0002175,69
playlist_000006,track_0004804,70
playlist_000006,track_0001875,71
playlist_000006,track_0003645,72
playlist_000006,track_0003404,73
playlist_000006,track_0000422,74
playlist_000006,track_0000200,75
playlist_000006,track_0004080,76
playlist_000006,track_0004376,77
playlist_000006,track_0004311,78
playlist_000006,track_0000386,79
playlist_000006,track_0002813,80
playlist_000006,track_0003346,81
playlist_000006,track_0000420,82
playlist_000006,track_0000985,83
playlist_000006,track_0003363,84
playlist_000006,track_0003945,85
playlist_000006,track_0004722,86
playlist_000006,track_0000418,87
playlist_000006,track_0003329,88
playlist_000006,track_0004576,89
playlist_000006,track_0001776,90
playlist_000006,track_0002950,91
playlist_000006,track_0003307,92
playlist_000007,track_0003045,0
playlist_000007,track_0004469,1
playlist_000007,track_0004412,2
playlist_000007,track_0000610,3
playlist_000007,track_0003847,4
playlist_000007,track_0002146,5
playlist_000007,track_0000883,6
playlist_000007,track_0002073,7
playlist_000007,track_0000396,8
playlist_000007,track_0001081,9
playlist_000007,track_0002365,10
playlist_000007,track_0003958,11
playlist_000007,track_0001833,12
playlist_000007,track_0000480,13
playlist_000007,track_0002295,14
playlist_000007,track_0002786,15
playlist_000007,track_0003778,16
playlist_000007,track_0004411,17
playlist_000007,track_0003648,18
playlist_000007,track_0002565,19
playlist_000007,track_0000490,20
playlist_000007,track_0003504,21
playlist_000007,track_0004986,22
playlist_000007,track_0000219,23
playlist_000007,track_0000416,24
playlist_000007,track_0003262,25
playlist_000007,track_0003841,26
playlist_000007,track_0002797,27
playlist_000007,track_0002938,28
playlist_000007,track_0004833,29
playlist_000007,track_0004644,30
playlist_000007,track_0003966,31
playlist_000007,track_0001348,32
playlist_000007,track_0004773,33
playlist_000007,track_0004103,34
playlist_000007,track_0003980,35
playlist_000007,track_0000385,36
playlist_000007,track_0000335,37
playlist_000007,track_0000372,38
playlist_000007,track_0004495,39
playlist_000007,track_0000946,40
playlist_000007,track_0003173,41
playlist_000007,track_0000005,42
playlist_000007,track_0001545,43
playlist_000007,track_0002089,44
playlist_000007,track_0001122,45
playlist_000007,track_0000828,46
playlist_000007,track_0003058,47
playlist_000007,track_0000590,48
playlist_000007,track_0003777,49
playlist_000007,track_0000493,50
playlist_000007,track_0000685,51
playlist_000007,track_0000979,52
playlist_000007,track_0001970,53
playlist_000007,track_0003325,54
playlist_000007,track_0002886,55
playlist_000007,track_0003922,56
playlist_000007,track_0003747,57
playlist_000007,track_0001615,58
playlist_000007,track_0004918,59
playlist_000007,track_0001778,60
playlist_000008,track_0000943,0
playlist_000008,track_0000399,1
playlist_000008,track_0001458,2
playlist_000008,track_0000727,3
playlist_000008,track_0002962,4
playlist_000008,track_0000221,5
playlist_000008,track_0004981,6
playlist_000008,track_0001808,7
playlist_000008,track_0004401,8
playlist_000008,track_0001150,9
playlist_000008,track_0004941,10
playlist_000008,track_0004249,11
playlist_000008,track_0004117,12
playlist_000008,track_0004460,13
playlist_000008,track_0003739,14
playlist_000008,track_0004864,15
playlist_000008,track_0000340,16
playlist_000008,track_0004122,17
playlist_000008,track_0002385,18
playlist_000008,track_0001585,19
playlist_000008,track_0003478,20
playlist_000008,track_0001910,21
playlist_000008,track_0000773,22
playlist_000008,track_0004446,23
playlist_000008,track_0004920,24
playlist_000008,track_0000809,25
playlist_000008,track_0002411,26
playlist_000008,track_0003952,27
playlist_000008,track_0001362,28
playlist_000008,track_0000267,29
playlist_000008,track_0002734,30
playlist_000008,track_0002464,31
playlist_000008,track_0001190,32
playlist_000008,track_0002567,33
playlist_000008,track_0004458,34
playlist_000008,track_0000575,35
playlist_000008,track_0003240,36
playlist_000008,track_0000623,37
playlist_000008,track_0002813,38
playlist_000008,track_0004012,39
playlist_000008,track_0000726,40
playlist_000008,track_0000227,41
playlist_000008,track_0004335,42
playlist_000008,track_0004706,43
playlist_000008,track_0001353,44
playlist_000008,track_0002167,45
playlist_000008,track_0001049,46
playlist_000008,track_0003625,47
playlist_000008,track_0001554,48
playlist_000008,track_0004280,49
playlist_000008,track_0002035,50
playlist_000008,track_0003046,51
playlist_000008,track_0003967,52
playlist_000008,track_0003674,53
playlist_000008,track_0000908,54
playlist_000008,track_0003626,55
playlist_000008,track_0000339,56
playlist_000008,track_0004759,57
playlist_000008,track_0004231,58
playlist_000008,track_0000803,59
playlist_000008,track_0003990,60
playlist_000008,track_0002374,61
playlist_000008,track_0004131,62
playlist_000008,track_0004394,63
playlist_000008,track_0001605,64
playlist_000008,track_0001865,65
playlist_000008,track_0002480,66
playlist_000008,track_0000950,67
playlist_000009,track_0002726,0
playlist_000009,track_0002053,1
playlist_000009,track_0003088,2
playlist_000009,track_0001902,3
playlist_000009,track_0002794,4
playlist_000009,track_0004887,5
playlist_000009,track_0003064,6
playlist_000009,track_0002979,7
playlist_000009,track_0003892,8
playlist_000009,track_0001529,9
playlist_000009,track_0004385,10
playlist_000009,track_0003249,11
playlist_000009,track_0004845,12
playlist_000009,track_0004006,13
playlist_000009,track_0004377,14
playlist_000009,track_0000864,15
playlist_000009,track_0002660,16
playlist_000009,track_0000052,17
playlist_000009,track_0003437,18
playlist_000009,track_0002043,19
playlist_000009,track_0004104,20
playlist_000009,track_0003575,21
playlist_000009,track_0003199,22
playlist_000009,track_0001788,23
playlist_000009,track_0004300,24
playlist_000009,track_0002703,25
playlist_000009,track_0001459,26
playlist_000009,track_0000195,27
playlist_000009,track_0000665,28
playlist_000009,track_0001421,29
playlist_000009,track_0002149,30
playlist_000009,track_0001981,31
playlist_000009,track_0001912,32
playlist_000009,track_0004606,33
playlist_000009,track_0003085,34
playlist_000009,track_0002624,35
playlist_000009,track_0001263,36
playlist_000009,track_0002103,37
playlist_000009,track_0003374,38
playlist_000009,track_0003977,39
playlist_000009,track_0003906,40
playlist_000009,track_0000618,41
playlist_000010,track_0002250,0
playlist_000010,track_0000696,1
playlist_000010,track_0003892,2
playlist_000010,track_0002383,3
playlist_000010,track_0000086,4
playlist_000010,track_0004731,5
playlist_000010,track_0002017,6
playlist_000010,track_0003099,7
playlist_000010,track_0004694,8
playlist_000010,track_0000850,9
playlist_000010,track_0001193,10
playlist_000010,track_0003631,11
playlist_000010,track_0004311,12
playlist_000011,track_0001615,0
playlist_000011,track_0001394,1
playlist_000011,track_0000153,2
playlist_000011,track_0002319,3
playlist_000011,track_0001197,4
playlist_000011,track_0001417,5
playlist_000011,track_0001762,6
playlist_000011,track_0004022,7
playlist_000011,track_0000814,8
playlist_000011,track_0004598,9
playlist_000011,track_0002164,10
playlist_000011,track_0001944,11
playlist_000011,track_0001129,12
playlist_000011,track_0002437,13
playlist_000011,track_0002849,14
playlist_000011,track_0003953,15
playlist_000011,track_0003122,16
playlist_000011,track_0002175,17
playlist_000011,track_0004593,18
playlist_000011,track_0000248,19
playlist_000011,track_0000218,20
playlist_000011,track_0001296,21
playlist_000011,track_0003363,22
playlist_000011,track_0003376,23
playlist_000011,track_0001097,24
playlist_000011,track_0004380,25
playlist_000011,track_0003563,26
playlist_000011,track_0002011,27
playlist_000011,track_0000155,28
playlist_000011,track_0004876,29
playlist_000011,track_0004155,30
playlist_000011,track_0001939,31
playlist_000011,track_0002385,32
playlist_000011,track_0001794,33
playlist_000011,track_0003884,34
playlist_000011,track_0001810,35
playlist_000011,track_0002682,36
playlist_000011,track_0000033,37
playlist_000011,track_0003833,38
playlist_000011,track_0003829,39
playlist_000011,track_0003328,40
playlist_000011,track_0003304,41
playlist_000011,track_0004112,42
playlist_000011,track_0000323,43
playlist_000011,track_0000081,44
playlist_000011,track_0002764,45
playlist_000011,track_0004720,46
playlist_000011,track_0000071,47
playlist_000011,track_0000896,48
playlist_000011,track_0003264,49
playlist_000011,track_0004792,50
playlist_000011,track_0001590,51
playlist_000011,track_0001618,52
playlist_000011,track_0004062,53
playlist_000011,track_0004097,54
playlist_000011,track_0000331,55
playlist_000011,track_0004698,56
playlist_000011,track_0002134,57
playlist_000011,track_0004161,58
playlist_000011,track_0004341,59
playlist_000011,track_0002369,60
playlist_000011,track_0003565,61
playlist_000011,track_0000247,62
playlist_000011,track_0004895,63
playlist_000011,track_0001707,64
playlist_000011,track_0000189,65
playlist_000011,track_0002771,66
playlist_000011,track_0004156,67
playlist_000011,track_0000302,68
playlist_000011,track_0004489,69
playlist_000011,track_0003184,70
playlist_000011,track_0004938,71
playlist_000011,track_0002846,72
playlist_000011,track_0001501,73
playlist_000011,track_0004849,74
playlist_000011,track_0002736,75
playlist_000011,track_0000794,76
playlist_000011,track_0002182,77
playlist_000011,track_0001418,78
playlist_000011,track_0004605,79
playlist_000011,track_0001652,80
playlist_000011,track_0003946,81
playlist_000011,track_0000380,82
playlist_000011,track_0001992,83
playlist_000011,track_0000128,84
playlist_000011,track_0001216,85
playlist_000011,track_0004964,86
playlist_000011,track_0000183,87
playlist_000011,track_0004004,88
playlist_000011,track_0001772,89
playlist_000011,track_0002526,90
playlist_000011,track_0004424,91
playlist_000011,track_0004422,92
playlist_000012,track_0003309,0
playlist_000012,track_0000565,1
playlist_000012,track_0001836,2
playlist_000012,track_0003776,3
playlist_000012,track_0002400,4
playlist_000012,track_0001350,5
playlist_000012,track_0000682,6
playlist_000012,track_0004951,7
playlist_000012,track_0002443,8
playlist_000012,track_0000639,9
playlist_000012,track_0001153,10
playlist_000012,track_0001366,11
playlist_000012,track_0003130,12
playlist_000012,track_0004787,13
playlist_000012,track_0001865,14
playlist_000012,track_0000513,15
playlist_000012,track_0001998,16
playlist_000012,track_0001887,17
playlist_000012,track_0004085,18
playlist_000012,track_0001198,19
playlist_000012,track_0003439,20
playlist_000012,track_0000715,21
playlist_000012,track_0000253,22
playlist_000012,track_0002946,23
playlist_000012,track_0002548,24
playlist_000012,track_0003964,25
playlist_000012,track_0000528,26
playlist_000012,track_0004596,27
playlist_000013,track_0002085,0
playlist_000013,track_0000949,1
playlist_000013,track_0003257,2
playlist_000013,track_0001718,3
playlist_000013,track_0000695,4
playlist_000013,track_0004668,5
playlist_000013,track_0002632,6
playlist_000013,track_0000064,7
playlist_000013,track_0004314,8
playlist_000013,track_0002040,9
playlist_000013,track_0002804,10
playlist_000013,track_0004434,11
playlist_000013,track_0004918,12
playlist_000013,track_0003975,13
playlist_000013,track_0003145,14
playlist_000013,track_0004300,15
playlist_000013,track_0002010,16
playlist_000013,track_0002525,17
playlist_000013,track_0001559,18
playlist_000013,track_0004421,19
playlist_000013,track_0002325,20
playlist_000013,track_0004279,21
playlist_000013,track_0003480,22
playlist_000013,track_0004297,23
playlist_000013,track_0001813,24
playlist_000013,track_0000201,25
playlist_000013,track_0001100,26
playlist_000013,track_0003515,27
playlist_000013,track_0004344,28
playlist_000013,track_0003129,29
playlist_000014,track_0003732,0
playlist_000014,track_0003082,1
playlist_000014,track_0004098,2
playlist_000014,track_0003409,3
playlist_000014,track_0000711,4
playlist_000014,track_0004824,5
playlist_000014,track_0003432,6
playlist_000014,track_0000819,7
playlist_000014,track_0002992,8
playlist_000014,track_0000174,9
playlist_000014,track_0002777,10
playlist_000014,track_0004494,11
playlist_000014,track_0002506,12
playlist_000014,track_0002043,13
playlist_000014,track_0003495,14
playlist_000014,track_0004067,15
playlist_000014,track_0001531,16
playlist_000014,track_0001607,17
playlist_000014,track_0000319,18
playlist_000014,track_0001365,19
playlist_000015,track_0004255,0
playlist_000015,track_0002020,1
playlist_000015,track_0003412,2
playlist_000015,track_0002908,3
playlist_000015,track_0001009,4
playlist_000015,track_0000816,5
playlist_000015,track_0001184,6
playlist_000015,track_0000773,7
playlist_000015,track_0003941,8
playlist_000015,track_0004648,9
playlist_000015,track_0001671,10
playlist_000015,track_0000437,11
playlist_000015,track_0002189,12
playlist_000015,track_0001298,13
playlist_000015,track_0003315,14
playlist_000015,track_0004974,15
playlist_000015,track_0003587,16
playlist_000015,track_0000636,17
playlist_000015,track_0000117,18
playlist_000015,track_0001699,19
playlist_000015,track_0002007,20
playlist_000015,track_0000404,21
playlist_000015,track_0003066,22
playlist_000015,track_0000508,23
playlist_000015,track_0003708,24
playlist_000015,track_0004297,25
playlist_000015,track_0002544,26
playlist_000015,track_0004465,27
playlist_000015,track_0001332,28
playlist_000015,track_0004627,29
playlist_000015,track_0001554,30
playlist_000015,track_0000132,31
playlist_000015,track_0002380,32
playlist_000015,track_0003917,33
playlist_000015,track_0002892,34
playlist_000015,track_0002654,35
playlist_000015,track_0000793,36
playlist_000015,track_0001161,37
playlist_000015,track_0002997,38
playlist_000015,track_0000520,39
playlist_000015,track_0003038,40
playlist_000015,track_0003259,41
playlist_000015,track_0004553,42
playlist_000015,track_0004320,43
playlist_000015,track_0000230,44
playlist_000015,track_0004493,45
playlist_000015,track_0001431,46
playlist_000015,track_0004002,47
playlist_000015,track_0004548,48
playlist_000015,track_0003592,49
playlist_000015,track_0004954,50
playlist_000015,track_0000682,51
playlist_000015,track_0004963,52
playlist_000015,track_0000556,53
playlist_000015,track_0004959,54
playlist_000015,track_0004662,55
playlist_000015,track_0000922,56
playlist_000016,track_0003250,0
playlist_000016,track_0000535,1
playlist_000016,track_0003983,2
playlist_000016,track_0001082,3
playlist_000016,track_0002743,4
playlist_000016,track_0001976,5
playlist_000016,track_0004597,6
playlist_000016,track_0001566,7
playlist_000016,track_0004126,8
playlist_000016,track_0004404,9
playlist_000016,track_0004675,10
playlist_000016,track_0003916,11
playlist_000016,track_0002118,12
playlist_000016,track_0000042,13
playlist_000016,track_0001960,14
playlist_000016,track_0003807,15
playlist_000016,track_0003528,16
playlist_000016,track_0002501,17
playlist_000016,track_0002929,18
playlist_000016,track_0000610,19
